index,CVE ID,CWE ID,project,actual_class,predicted_class,classification,comments_reason,codeLink,commit_id
177741,CVE-2011-4128,CWE-119,savannah,Fixing,Fixing,tp,a particular value assignment order changed and the condition under it also changed,https://git.savannah.gnu.org/gitweb/?p=gnutls.git;a=commitdiff;h=190cef6eed37d0e73a73c1e205eb31d45ab60a3c,190cef6eed37d0e73a73c1e205eb31d45ab60a3c
177866,CVE-2018-16542,CWE-388,ghostscript,Not Fixing,Not Fixing,tn,No security fix happened,http://git.ghostscript.com/?p=ghostpdl.git;a=commit;h=b575e1ec42cc86f6a58c603f2a88fcc2af699cc8,b575e1ec42cc86f6a58c603f2a88fcc2af699cc8
178192,CVE-2018-6951,CWE-476,savannah,Not Fixing,Not Fixing,tn,No security fix happened,https://git.savannah.gnu.org/cgit/patch.git/commit/?id=f290f48a621867084884bfff87f8093c15195e6a,f290f48a621867084884bfff87f8093c15195e6a
178542,CVE-2017-18201,CWE-415,savannah,Fixing,Not Fixing,fn,The cdtext_destroy() call is removed entirely.  Avoiding the double-free.,https://git.savannah.gnu.org/cgit/libcdio.git/commit/?id=f6f9c48fb40b8a1e8218799724b0b61a7161eb1d,f6f9c48fb40b8a1e8218799724b0b61a7161eb1d
178778,CVE-2012-2133,CWE-399,linux,Partial,Fixing,tp,Conditional fix but this fis was optional not the main fix,https://github.com/torvalds/linux/commit/90481622d75715bfcb68501280a917dbfe516029,90481622d75715bfcb68501280a917dbfe516029
178884,CVE-2011-4324,,linux,Partial,Fixing,tp,"Variable name change, variable type change inside condition",https://github.com/torvalds/linux/commit/dc0b027dfadfcb8a5504f7d8052754bf8d501ab9,dc0b027dfadfcb8a5504f7d8052754bf8d501ab9
178887,CVE-2011-4324,,linux,Partial,Not Fixing,tn,"Variable name change, variable type change inside condition",https://github.com/torvalds/linux/commit/dc0b027dfadfcb8a5504f7d8052754bf8d501ab9,dc0b027dfadfcb8a5504f7d8052754bf8d501ab9
178888,CVE-2011-4131,CWE-189,linux,Partial,Not Fixing,tn,Conditional fix but smt unsat. And it's a partial fix in real world,https://github.com/torvalds/linux/commit/bf118a342f10dafe44b14451a1392c3254629a1f,bf118a342f10dafe44b14451a1392c3254629a1f
178960,CVE-2011-2918,CWE-399,linux,Not Fixing,Not Fixing,tn,Not a conditional fix,https://github.com/torvalds/linux/commit/a8b0ca17b80e92faab46ee7179ba9e99ccb61233,a8b0ca17b80e92faab46ee7179ba9e99ccb61233
178992,CVE-2011-2918,CWE-399,linux,Partial,Not Fixing,tn,Function parameter change,https://github.com/torvalds/linux/commit/a8b0ca17b80e92faab46ee7179ba9e99ccb61233,a8b0ca17b80e92faab46ee7179ba9e99ccb61233
179084,CVE-2013-7026,CWE-362,linux,Fixing,NotFixing,fn,By setting shp->shm_file = NULL it ensures the file is not accessed after it has been freed.,https://github.com/torvalds/linux/commit/a399b29dfbaaaf91162b2dc5a5875dd51bbfa2a1,a399b29dfbaaaf91162b2dc5a5875dd51bbfa2a1
179090,CVE-2013-7019,CWE-20,FFmpeg,Fixing,Fixing,tp,Conditional fix. Fixes out of array accesses,https://github.com/FFmpeg/FFmpeg/commit/a1b9004b768bef606ee98d417bceb9392ceb788d,a1b9004b768bef606ee98d417bceb9392ceb788d
179276,CVE-2013-1860,CWE-119,linux,Not Fixing,Not Fixing,tn,Not a security fix,https://github.com/torvalds/linux/commit/c0f5ecee4e741667b2493c742b60b6218d40b3aa,c0f5ecee4e741667b2493c742b60b6218d40b3aa
179282,CVE-2013-1848,CWE-20,linux,Not_Fixing,Not Fixing,fn,this is just an error msg passing in a msg function,https://github.com/torvalds/linux/commit/8d0c2d10dd72c5292eda7a06231056a4c972e4cc,8d0c2d10dd72c5292eda7a06231056a4c972e4cc
179287,CVE-2013-1797,CWE-399,linux,Partial,Not Fixing,tn,Not a security fix,https://github.com/torvalds/linux/commit/0b79459b482e85cb7426aa7da683a9f2c97aeae1,0b79459b482e85cb7426aa7da683a9f2c97aeae1
179307,CVE-2013-0871,CWE-362,linux,Not Fixing,Not Fixing,tn,Not a security fix,https://github.com/torvalds/linux/commit/9899d11f654474d2d54ea52ceaa2a1f4db3abd68,9899d11f654474d2d54ea52ceaa2a1f4db3abd68
179588,CVE-2014-2669,CWE-189,postgres,Partial,Not Fixing,tn,Conditional but not getting stronger,https://github.com/postgres/postgres/commit/31400a673325147e1205326008e32135a78b4d8a,31400a673325147e1205326008e32135a78b4d8a
179694,CVE-2013-7271,CWE-20,linux,Partial,Not Fixing,tn,Not a security fix,https://github.com/torvalds/linux/commit/f3d3342602f8bcbf37d7c46641cb9bca7618eb1c,f3d3342602f8bcbf37d7c46641cb9bca7618eb1c
179695,CVE-2013-7271,CWE-20,linux,Not Fixing,Not Fixing,tn,Not a security fix,https://github.com/torvalds/linux/commit/f3d3342602f8bcbf37d7c46641cb9bca7618eb1c,f3d3342602f8bcbf37d7c46641cb9bca7618eb1c
179707,CVE-2013-6401,CWE-310,jansson,Fixing,Fixing,fp,Conditional fix,https://github.com/akheron/jansson/commit/8f80c2d83808150724d31793e6ade92749b1faa4,8f80c2d83808150724d31793e6ade92749b1faa4
179861,CVE-2015-1792,CWE-399,openssl,Partial,Fixing,tp,Conditional fix,https://github.com/openssl/openssl/commit/cd30f03ac5bf2962f44bd02ae8d88245dff2f12c,cd30f03ac5bf2962f44bd02ae8d88245dff2f12c
179868,CVE-2015-1593,CWE-264,linux,Fixing,Fixing,tp,Conditional fix,https://github.com/torvalds/linux/commit/4e7c22d447bb6d7e37bfe39ff658486ae78e8d77,4e7c22d447bb6d7e37bfe39ff658486ae78e8d77
179973,CVE-2014-8172,CWE-17,linux,Not Fixing,Not Fixing,tn,a function call was removed while in real commit so many things were changed,https://github.com/torvalds/linux/commit/eee5cc2702929fd41cce28058dc6d6717f723f87,eee5cc2702929fd41cce28058dc6d6717f723f87
180419,CVE-2016-4564,CWE-119,ImageMagick,Partial,Not Fixing,tn,Cosmetic refactor or renaming.,https://github.com/ImageMagick/ImageMagick/commit/726812fa2fa7ce16bcf58f6e115f65427a1c0950,726812fa2fa7ce16bcf58f6e115f65427a1c0950
180465,CVE-2016-4303,CWE-119,iperf,Not Fixing,Not Fixing,tn,a function return parameter was changed here but in real commit a lot of fix happened,https://github.com/esnet/iperf/commit/91f2fa59e8ed80dfbf400add0164ee0e508e412a,91f2fa59e8ed80dfbf400add0164ee0e508e412a
180476,CVE-2016-4303,CWE-119,iperf,Not Fixing,Not Fixing,tn,the example code is just spacing difference and not related to the main commit ,https://github.com/esnet/iperf/commit/91f2fa59e8ed80dfbf400add0164ee0e508e412a,91f2fa59e8ed80dfbf400add0164ee0e508e412a
180563,CVE-2016-2550,CWE-399,linux,Fixing,Fixing,tp,Conditional fix,https://github.com/torvalds/linux/commit/415e3d3e90ce9e18727e8843ae343eda5a58fad6,415e3d3e90ce9e18727e8843ae343eda5a58fad6
180597,CVE-2016-2324,CWE-119,git,Not Fixing,Not Fixing,tn,Not a security fix,https://github.com/git/git/commit/de1e67d0703894cb6ea782e36abb63976ab07e60,de1e67d0703894cb6ea782e36abb63976ab07e60
180628,CVE-2015-8970,CWE-476,linux,Not Fixing,Not Fixing,tn,Not the actual fix and not conditional fix,https://github.com/torvalds/linux/commit/dd504589577d8e8e70f51f997ad487a4cb6c026f,dd504589577d8e8e70f51f997ad487a4cb6c026f
180684,CVE-2015-8631,CWE-119,krb5,Partial,Not Fixing,tn,Condition is not getting stronger,https://github.com/krb5/krb5/commit/83ed75feba32e46f736fcce0d96a0445f29b96c2,83ed75feba32e46f736fcce0d96a0445f29b96c2
180787,CVE-2012-6689,CWE-284,linux,Fixing,Fixing,tp,Condition getting stronger,https://github.com/torvalds/linux/commit/20e1db19db5d6b9e4e83021595eab0dc8f107bef,20e1db19db5d6b9e4e83021595eab0dc8f107bef
180812,CVE-2017-17857,CWE-119,linux,Not Fixing,Not Fixing,tn,this commit is nothing related to the CVE vulnerability,https://github.com/torvalds/linux/commit/ea25f914dc164c8d56b36147ecc86bc65f83c469,ea25f914dc164c8d56b36147ecc86bc65f83c469
180878,CVE-2017-15951,CWE-20,linux,Partial,Fixing,tp,Conditional,https://github.com/torvalds/linux/commit/363b02dab09b3226f3bd1420dad9c72b79a42a76,363b02dab09b3226f3bd1420dad9c72b79a42a76
180999,CVE-2017-13048,CWE-125,tcpdump,Fixing,Fixing,tp,Condiition getting stronger,https://github.com/the-tcpdump-group/tcpdump/commit/3c8a2b0e91d8d8947e89384dacf6b54673083e71,3c8a2b0e91d8d8947e89384dacf6b54673083e71
181261,CVE-2017-9763,CWE-119,radare2,Partial,Not Fixing,tn,Logically no stronger condition. Free(),https://github.com/radare/radare2/commit/65000a7fd9eea62359e6d6714f17b94a99a82edd,65000a7fd9eea62359e6d6714f17b94a99a82edd
181360,CVE-2017-8925,CWE-404,linux,Partial,Not Fixing,tn,This fix is not a logical improvement,https://github.com/torvalds/linux/commit/30572418b445d85fcfe6c8fe84c947d2606767d8,30572418b445d85fcfe6c8fe84c947d2606767d8
181375,CVE-2017-8294,CWE-125,yara,Not Fixing,Not Fixing,tn,The real fix was left out in this patch,https://github.com/VirusTotal/yara/commit/83d799804648c2a0895d40a19835d9b757c6fa4e,83d799804648c2a0895d40a19835d9b757c6fa4e
181457,CVE-2017-7277,CWE-125,linux,Partial,Not Fixing,tn,The real fix was left out in this patch,https://github.com/torvalds/linux/commit/8605330aac5a5785630aec8f64378a54891937cc,8605330aac5a5785630aec8f64378a54891937cc
181473,CVE-2017-7177,CWE-358,suricata,Partial,Not Fixing,tn,The real fix was left out in this patch,https://github.com/inliniac/suricata/commit/4a04f814b15762eb446a5ead4d69d021512df6f8,4a04f814b15762eb446a5ead4d69d021512df6f8
181481,CVE-2017-7177,CWE-358,suricata,Partial,Fixing,tp,Condition is getting stronger,https://github.com/inliniac/suricata/commit/4a04f814b15762eb446a5ead4d69d021512df6f8,4a04f814b15762eb446a5ead4d69d021512df6f8
181489,CVE-2017-6850,CWE-476,jasper,Partial,Not Fixing,tn,Cosmetic fix,https://github.com/mdadams/jasper/commit/e96fc4fdd525fa0ede28074a7e2b1caf94b58b0d,e96fc4fdd525fa0ede28074a7e2b1caf94b58b0d
181495,CVE-2017-6850,CWE-476,jasper,Not Fixing,Not Fixing,tn,Logically equivalent code,https://github.com/mdadams/jasper/commit/e96fc4fdd525fa0ede28074a7e2b1caf94b58b0d,e96fc4fdd525fa0ede28074a7e2b1caf94b58b0d
181574,CVE-2017-5510,CWE-787,ImageMagick,Not Fixing,Not Fixing,tn,Cosmetic refactor or renaming.,https://github.com/ImageMagick/ImageMagick/commit/91cc3f36f2ccbd485a0456bab9aebe63b635da88,91cc3f36f2ccbd485a0456bab9aebe63b635da88
181606,CVE-2017-3730,CWE-476,openssl,Fixing,Fixing,tp,Condition is strengthing,https://github.com/openssl/openssl/commit/efbe126e3ebb9123ac9d058aa2bb044261342aaa,efbe126e3ebb9123ac9d058aa2bb044261342aaa
181676,CVE-2016-10190,CWE-119,FFmpeg,Partial,Not Fixing,tn,Doesn't really represent a security fix,https://github.com/FFmpeg/FFmpeg/commit/2a05c8f813de6f2278827734bf8102291e7484aa,2a05c8f813de6f2278827734bf8102291e7484aa
181843,CVE-2016-9933,CWE-119,php-src,Partial,Fixing,tp,Condition getting stronger,https://github.com/php/php-src/commit/863d37ea66d5c960db08d6f4a2cbd2518f0f80d1,863d37ea66d5c960db08d6f4a2cbd2518f0f80d1
181852,CVE-2016-9559,CWE-476,ImageMagick,Not Fixing,Not Fixing,tn,No vulnerability was fixed,https://github.com/ImageMagick/ImageMagick/commit/b61d35eaccc0a7ddeff8a1c3abfcd0a43ccf210b,b61d35eaccc0a7ddeff8a1c3abfcd0a43ccf210b
181864,CVE-2016-9557,CWE-190,jasper,Not Fixing,Not Fixing,tn,The real fix was left out in this patch,https://github.com/mdadams/jasper/commit/d42b2388f7f8e0332c846675133acea151fc557a,d42b2388f7f8e0332c846675133acea151fc557a
181957,CVE-2016-7797,CWE-254,pacemaker,Partial,Not Fixing,tn,Not covering the whole fix.,https://github.com/ClusterLabs/pacemaker/commit/5ec24a2642bd0854b884d1a9b51d12371373b410,5ec24a2642bd0854b884d1a9b51d12371373b410
181994,CVE-2016-6911,CWE-125,libgd,Partial,Fixing,tp,Condition getting stronger,https://github.com/libgd/libgd/commit/4859d69e07504d4b0a4bdf9bcb4d9e3769ca35ae,4859d69e07504d4b0a4bdf9bcb4d9e3769ca35ae
182013,CVE-2016-3183,CWE-125,openjpeg,Partial,Not Fixing,tn,Mostly cosmetic fix and logically equivalent fix,https://github.com/uclouvain/openjpeg/commit/15f081c89650dccee4aa4ae66f614c3fdb268767,15f081c89650dccee4aa4ae66f614c3fdb268767
182162,CVE-2018-19044,CWE-59,keepalived,Partial,Not Fixing,tn,Logically equivalent condition,https://github.com/acassen/keepalived/commit/04f2d32871bb3b11d7dc024039952f2fe2750306,04f2d32871bb3b11d7dc024039952f2fe2750306
182381,CVE-2018-11598,CWE-125,Espruino,Not Fixing,Not Fixing,tn,Not fixing anything,https://github.com/espruino/Espruino/commit/bf4416ab9129ee3afd56739ea4e3cd0da5484b6b,bf4416ab9129ee3afd56739ea4e3cd0da5484b6b
182450,CVE-2018-8789,CWE-125,FreeRDP,Partial,Not Fixing,tn,Not covering the actual fix,https://github.com/FreeRDP/FreeRDP/commit/2ee663f39dc8dac3d9988e847db19b2d7e3ac8c6,2ee663f39dc8dac3d9988e847db19b2d7e3ac8c6
182467,CVE-2018-8785,CWE-119,FreeRDP,Not Fixing,Not Fixing,tn,Not covering real fix and logically equivalent code,https://github.com/FreeRDP/FreeRDP/commit/602f4a2e14b41703b5f431de3154cd46a5750a2d,602f4a2e14b41703b5f431de3154cd46a5750a2d
182495,CVE-2018-7186,CWE-119,leptonica,Not Fixing,Not Fixing,tn,Mostly cosmetic change,https://github.com/DanBloomberg/leptonica/commit/ee301cb2029db8a6289c5295daa42bba7715e99a,ee301cb2029db8a6289c5295daa42bba7715e99a
182545,CVE-2017-18344,CWE-125,linux,Partial,Fixing,tp,condition getting stronger,https://github.com/torvalds/linux/commit/cef31d9af908243421258f1df35a4a644604efbe,cef31d9af908243421258f1df35a4a644604efbe
182621,CVE-2016-5314,CWE-787,libtiff,Not Fixing,Not Fixing,tn,No a security fix,https://github.com/vadz/libtiff/commit/391e77fcd217e78b2c51342ac3ddb7100ecacdd2,391e77fcd217e78b2c51342ac3ddb7100ecacdd2
182623,CVE-2015-9253,CWE-400,php-src,Not Fixing,Not Fixing,tn,Cosmetic change and logically equivalent  condition,https://github.com/php/php-src/commit/69dee5c732fe982c82edb17d0dbc3e79a47748d8,69dee5c732fe982c82edb17d0dbc3e79a47748d8
182624,CVE-2015-9253,CWE-400,php-src,Partial,Not Fixing,tn,Logically weaker condition,https://github.com/php/php-src/commit/69dee5c732fe982c82edb17d0dbc3e79a47748d8,69dee5c732fe982c82edb17d0dbc3e79a47748d8
182659,CVE-2019-17541,,ImageMagick,Fixing,Fixing,tp,Condition getting stronger,https://github.com/ImageMagick/ImageMagick/commit/39f226a9c137f547e12afde972eeba7551124493,39f226a9c137f547e12afde972eeba7551124493
182660,CVE-2019-17541,,ImageMagick,Not Fixing,Not Fixing,tn,No vulnerability was fixed,https://github.com/ImageMagick/ImageMagick/commit/39f226a9c137f547e12afde972eeba7551124493,39f226a9c137f547e12afde972eeba7551124493
182709,CVE-2019-15166,CWE-20,tcpdump,Not Fixing,Not Fixing,tn,Cosmetic change and logically equivalent  condition,https://github.com/the-tcpdump-group/tcpdump/commit/0b661e0aa61850234b64394585cf577aac570bf4,0b661e0aa61850234b64394585cf577aac570bf4
182863,CVE-2019-11599,CWE-362,linux,Partial,Not Fixing,fn,Our filter system got it wrong,https://github.com/torvalds/linux/commit/04f5866e41fb70690e28397487d8bd8eea7d712a,04f5866e41fb70690e28397487d8bd8eea7d712a
182905,CVE-2019-6978,CWE-415,php-src,Not Fixing,Not Fixing,tn,Condition is not getting stronger,https://github.com/php/php-src/commit/089f7c0bc28d399b0420aa6ef058e4c1c120b2ae,089f7c0bc28d399b0420aa6ef058e4c1c120b2ae
182907,CVE-2019-6978,CWE-415,php-src,Partial,Not Fixing,tn,No condition is getting stronger,https://github.com/php/php-src/commit/089f7c0bc28d399b0420aa6ef058e4c1c120b2ae,089f7c0bc28d399b0420aa6ef058e4c1c120b2ae
183000,CVE-2018-14882,CWE-125,tcpdump,Not Fixing,Not Fixing,tn,Cosmetic change and logically equivalent  condition,https://github.com/the-tcpdump-group/tcpdump/commit/d7505276842e85bfd067fa21cdb32b8a2dc3c5e4,d7505276842e85bfd067fa21cdb32b8a2dc3c5e4
183159,CVE-2015-8952,CWE-19,linux,Partial,Not Fixing,tn,Condition getting weaker,https://github.com/torvalds/linux/commit/82939d7999dfc1f1998c4b1c12e2f19edbdff272,82939d7999dfc1f1998c4b1c12e2f19edbdff272
183925,CVE-2011-2803,CWE-119,Chrome,Partial,Not Fixing,tn,Logically equivalent code,https://github.com/chromium/chromium/commit/48f2ec5c24570c9b96bb2798a9ffe956117c5066,48f2ec5c24570c9b96bb2798a9ffe956117c5066
184490,CVE-2012-2870,CWE-399,Chrome,Partial,Fixing,tp,Condition getting stronger,https://github.com/chromium/chromium/commit/9939d35f9827ed0929646607cbdb071af627ac38,9939d35f9827ed0929646607cbdb071af627ac38
184534,CVE-2012-2862,CWE-399,Chrome,Partial,Not Fixing,tn,Cosmetic refactor and logically equivalent code,https://github.com/chromium/chromium/commit/c4f40933f2cd7f975af63e56ea4cdcdc6c636f73,c4f40933f2cd7f975af63e56ea4cdcdc6c636f73
184540,CVE-2012-2816,,Chrome,Partial,Fixing,tp,Condition getting stronger,https://github.com/chromium/chromium/commit/48fae61b8a6c9b741f001d478c595b6c7c0af4d9,48fae61b8a6c9b741f001d478c595b6c7c0af4d9
184745,CVE-2011-3099,CWE-399,Chrome,Partial,Fixing,tp,Condition getting stronger,https://github.com/chromium/chromium/commit/3bbc818ed1a7b63b8290bbde9ae975956748cb8a,3bbc818ed1a7b63b8290bbde9ae975956748cb8a
185001,CVE-2013-2877,CWE-119,Chrome,Partial,Fixing,tp,Condition getting stronger,https://github.com/chromium/chromium/commit/d0947db40187f4708c58e64cbd6013faf9eddeed,d0947db40187f4708c58e64cbd6013faf9eddeed
185019,CVE-2013-2858,CWE-416,Chrome,Partial,Not Fixing,tn,logically equivalent code,https://github.com/chromium/chromium/commit/828eab2216a765dea92575c290421c115b8ad028,828eab2216a765dea92575c290421c115b8ad028
185021,CVE-2013-2858,CWE-416,Chrome,Partial,Not Fixing,tn,This is a partial commit section. Not fixing the actual vulnerability,https://github.com/chromium/chromium/commit/828eab2216a765dea92575c290421c115b8ad028,828eab2216a765dea92575c290421c115b8ad028
185022,CVE-2013-2858,CWE-416,Chrome,Partial,Not Fixing,tn,This is a partial commit section. Not fixing the actual vulnerability,https://github.com/chromium/chromium/commit/828eab2216a765dea92575c290421c115b8ad028,828eab2216a765dea92575c290421c115b8ad028
185236,CVE-2012-5152,CWE-119,Chrome,Partial,Not Fixing,tn,This is a partial commit section. Not fixing the actual vulnerability,https://github.com/chromium/chromium/commit/802ecdb9cee0d66fe546bdf24e98150f8f716ad8,802ecdb9cee0d66fe546bdf24e98150f8f716ad8
185238,CVE-2012-5152,CWE-119,Chrome,Partial,Not Fixing,tn,Logically equivalent and cosmatic changes,https://github.com/chromium/chromium/commit/802ecdb9cee0d66fe546bdf24e98150f8f716ad8,802ecdb9cee0d66fe546bdf24e98150f8f716ad8
185239,CVE-2012-5152,CWE-119,Chrome,Partial,Not Fixing,tn,This is a partial commit section. Not fixing the actual vulnerability,https://github.com/chromium/chromium/commit/802ecdb9cee0d66fe546bdf24e98150f8f716ad8,802ecdb9cee0d66fe546bdf24e98150f8f716ad8
185807,CVE-2015-1274,CWE-254,Chrome,Partial,Not Fixing,tn,This is a partial commit section. Not fixing the actual vulnerability,https://github.com/chromium/chromium/commit/d27468a832d5316884bd02f459cbf493697fd7e1,d27468a832d5316884bd02f459cbf493697fd7e1
186139,CVE-2015-8126,CWE-119,Chrome,Partial,Not Fixing,tn,This is a partial commit section. Not fixing the actual vulnerability,https://github.com/chromium/chromium/commit/7f3d85b096f66870a15b37c2f40b219b2e292693,7f3d85b096f66870a15b37c2f40b219b2e292693
186146,CVE-2015-8126,CWE-119,Chrome,Partial,Not Fixing,tn,This is a partial commit section. Not fixing the actual vulnerability,https://github.com/chromium/chromium/commit/7f3d85b096f66870a15b37c2f40b219b2e292693,7f3d85b096f66870a15b37c2f40b219b2e292693
186163,CVE-2015-8126,CWE-119,Chrome,Not Fixing,Not Fixing,tn,This is a partial commit section. Not fixing the actual vulnerability,https://github.com/chromium/chromium/commit/7f3d85b096f66870a15b37c2f40b219b2e292693,7f3d85b096f66870a15b37c2f40b219b2e292693
186164,CVE-2015-8126,CWE-119,Chrome,Partial,Not Fixing,tn,This is a partial commit section. Not fixing the actual vulnerability,https://github.com/chromium/chromium/commit/7f3d85b096f66870a15b37c2f40b219b2e292693,7f3d85b096f66870a15b37c2f40b219b2e292693
186924,CVE-2017-5130,CWE-787,Chrome,Partial,Not Fixing,tn,This is a partial commit section. Not fixing the actual vulnerability,https://github.com/chromium/chromium/commit/ce1446c00f0fd8f5a3b00727421be2124cb7370f,ce1446c00f0fd8f5a3b00727421be2124cb7370f
187220,CVE-2018-6125,,Chrome,Partial,Not Fixing,tn,This is a partial commit section. Not fixing the actual vulnerability,https://github.com/chromium/chromium/commit/ac149a8d4371c0e01e0934fdd57b09e86f96b5b9,ac149a8d4371c0e01e0934fdd57b09e86f96b5b9
187404,CVE-2016-6711,CWE-20,Android,partial,Not Fixing,tn,The original fix is a conditional fix that is not present here,https://android.googlesource.com/platform/external/libvpx/+/063be1485e0099bc81ace3a08b0ec9186dcad693,063be1485e0099bc81ace3a08b0ec9186dcad693
187441,CVE-2016-3861,CWE-119,Android,Partial,Not Fixing,tn,The actual fix is not in this code,https://android.googlesource.com/platform/system/core/+/ecf5fd58a8f50362ce9e8d4245a33d56f29f142b,ecf5fd58a8f50362ce9e8d4245a33d56f29f142b
187447,CVE-2016-3839,CWE-284,Android,Partial,Not Fixing,tn,The actual fix is not in this code,https://android.googlesource.com/platform/system/bt/+/472271b153c5dc53c28beac55480a8d8434b2d5c,472271b153c5dc53c28beac55480a8d8434b2d5c
187448,CVE-2016-3839,CWE-284,Android,Partial,Not Fixing,tn,This fix is not a security fix,https://android.googlesource.com/platform/system/bt/+/472271b153c5dc53c28beac55480a8d8434b2d5c,472271b153c5dc53c28beac55480a8d8434b2d5c
187481,CVE-2016-3839,CWE-284,Android,Not Fixing,Not Fixing,tn,No security fix,https://android.googlesource.com/platform/system/bt/+/472271b153c5dc53c28beac55480a8d8434b2d5c,472271b153c5dc53c28beac55480a8d8434b2d5c
187485,CVE-2016-3839,CWE-284,Android,Not Fixing,Not Fixing,tn,No security fix,https://android.googlesource.com/platform/system/bt/+/472271b153c5dc53c28beac55480a8d8434b2d5c,472271b153c5dc53c28beac55480a8d8434b2d5c
187521,CVE-2016-3839,CWE-284,Android,Not Fixing,Not Fixing,tn,No security fix,https://android.googlesource.com/platform/system/bt/+/472271b153c5dc53c28beac55480a8d8434b2d5c,472271b153c5dc53c28beac55480a8d8434b2d5c
187779,CVE-2016-3744,CWE-119,Android,Fixing,Fixing,tp,Condition getting stronger,https://android.googlesource.com/platform/system/bt/+/514139f4b40cbb035bb92f3e24d5a389d75db9e6,514139f4b40cbb035bb92f3e24d5a389d75db9e6
188516,CVE-2016-1621,CWE-119,Android,Not Fixing,Not Fixing,tn,Logically equivalent code,https://android.googlesource.com/platform/external/libvpx/+/5a9753fca56f0eeb9f61e342b2fccffc364f9426,5a9753fca56f0eeb9f61e342b2fccffc364f9426
188579,CVE-2016-1621,CWE-119,Android,Partial,Not Fixing,tn,Cosmetic refactoring,https://android.googlesource.com/platform/external/libvpx/+/5a9753fca56f0eeb9f61e342b2fccffc364f9426,5a9753fca56f0eeb9f61e342b2fccffc364f9426
188587,CVE-2016-1621,CWE-119,Android,Not Fixing,Not Fixing,tn,Logically equivalent code,https://android.googlesource.com/platform/external/libvpx/+/5a9753fca56f0eeb9f61e342b2fccffc364f9426,5a9753fca56f0eeb9f61e342b2fccffc364f9426
